Time,Event,
00:34.358,Rage Winterchill Death & Decay Nolvar Tick 1356 (U: 1356),
00:35.379,Rage Winterchill Death & Decay Apronos Tick 1514 (U: 1514),
00:35.379,Rage Winterchill Death & Decay Alliance Rifleman 2 Tick 6288 (U: 6288),
00:35.379,Rage Winterchill Death & Decay Eriic Tick 1445 (U: 1445),
00:35.379,Rage Winterchill Death & Decay Nolvar Tick 1355 (U: 1355),
00:35.379,Rage Winterchill Death & Decay Gumswarm Tick (A: 1448) (U: 1448),
00:35.379,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
00:35.379,Rage Winterchill Death & Decay Saintacy Tick 1443 (U: 1443),
00:35.417,Rage Winterchill Death & Decay Alliance Rifleman 1 Tick 6288 (U: 6288),
00:35.754,Environment Shadow Word: Death Eriic Tick 2505 (U: 2505),
00:35.949,Vladamin Seal of the Martyr Vladamin 144 (U: 144),
00:35.949,Vladamin Seal of the Martyr Vladamin 69 (U: 69),
00:36.386,Rage Winterchill Death & Decay Apronos Tick 1513 (U: 1513),
00:36.386,Rage Winterchill Death & Decay Alliance Rifleman 2 Tick 6287 (U: 6287),
00:36.386,Rage Winterchill Death & Decay Gumswarm Tick 685 (A: 763) (U: 1448),
00:36.386,Rage Winterchill Death & Decay Nolvar Tick 1356 (U: 1356),
00:36.437,Rage Winterchill Death & Decay Alliance Rifleman 1 Tick 6288 (U: 6288),
00:37.366,Rage Winterchill Death & Decay Alliance Rifleman 2 Tick 6287 (U: 6287),
00:37.366,Rage Winterchill Death & Decay Saintacy Tick (A: 1443) (U: 1443),
00:37.366,Rage Winterchill Death & Decay Nolvar Tick 1355 (U: 1355),
00:37.366,Rage Winterchill Death & Decay Eriic Tick (A: 1445) (U: 1445),
00:37.366,Rage Winterchill Death & Decay Gumswarm Tick 1447 (U: 1447),
00:37.432,Rage Winterchill Death & Decay Alliance Rifleman 1 Tick 6288 (U: 6288),
00:38.375,Rage Winterchill Death & Decay Alliance Rifleman 2 Tick 6287 (U: 6287),
00:38.411,Rage Winterchill Death & Decay Alliance Rifleman 1 Tick 6288 (U: 6288),
00:38.500,Vladamin Seal of the Martyr Vladamin 67 (U: 67),
00:38.500,Vladamin Seal of the Martyr Vladamin 72 (U: 72),
00:39.358,Rage Winterchill Death & Decay Alliance Rifleman 2 Tick 6287 (U: 6287),
00:39.400,Rage Winterchill Death & Decay Alliance Rifleman 1 Tick 6288 (U: 6288),
00:40.371,Rage Winterchill Death & Decay Alliance Rifleman 2 Tick 4192 (O: 2096) (U: 6288),
00:41.097,Vladamin Seal of the Martyr Vladamin 78 (U: 78),
00:41.110,Vladamin Seal of the Martyr Vladamin 163 (U: 163),
00:41.498,Rage Winterchill Death & Decay Alliance Rifleman 1 Tick 4189 (O: 2098) (U: 6287),
00:43.808,Vladamin Seal of the Martyr Vladamin 178 (U: 178),
00:43.808,Vladamin Seal of the Martyr Vladamin 171 (U: 171),
00:44.392,Vladamin Judgement of the Martyr Vladamin 417 (U: 417),
00:46.562,Vladamin Seal of the Martyr Vladamin 149 (U: 149),
00:47.784,Environment Shadow Word: Death Eriic Tick 2145 (A: 352) (U: 2497),
00:49.674,Vladamin Seal of the Martyr Vladamin 68 (U: 68),
00:50.202,Rage Winterchill Melee Armadomin Dodge,
00:51.413,"Rage Winterchill Melee Armadomin 4308 (U: 13733, M: 9425, 68.63%)",
00:53.015,"Rage Winterchill Melee Armadomin 3712 (A: 400) (U: 13108, M: 8996, 68.63%)",
00:53.199,Vladamin Seal of the Martyr Vladamin 76 (U: 76),
00:54.101,Vladamin Judgement of the Martyr Vladamin 438 (U: 438),
00:54.525,Rage Winterchill Melee Armadomin Dodge,
00:56.519,Rage Winterchill Melee Armadomin Dodge,
00:56.678,Vladamin Seal of the Martyr Vladamin 159 (U: 159),
00:57.495,Rage Winterchill Melee Armadomin Dodge,
00:58.616,"Rage Winterchill Melee Armadomin 2976 (U: 11065, M: 8089, 73.10%)",
00:59.746,Environment Shadow Word: Death Eriic Tick 1172 (U: 1172),
01:00.141,Vladamin Seal of the Martyr Vladamin 83 (U: 83),
01:00.141,Vladamin Seal of the Martyr Vladamin 83 (U: 83),
01:00.164,Vladamin Seal of the Martyr Vladamin 173 (U: 173),
01:00.612,Rage Winterchill Melee Armadomin Dodge,
01:02.184,Koschey Dark Rune Koschey 1095 (U: 1095),
01:02.278,Rage Winterchill Melee Armadomin Dodge,
01:03.608,Vladamin Seal of the Martyr Vladamin 69 (U: 69),
01:03.673,Rage Winterchill Frost Nova Apronos 3000 (U: 3000),
01:03.673,Rage Winterchill Frost Nova Alliance Knight 3 2879 (U: 2879),
01:03.673,Rage Winterchill Frost Nova Sumidiot 3067 (U: 3067),
01:03.673,Rage Winterchill Frost Nova Nolvar 3004 (U: 3004),
01:03.673,Rage Winterchill Frost Nova Koschey 2905 (U: 2905),
01:03.673,Rage Winterchill Frost Nova Saybaah 3002 (U: 3002),
01:03.673,Rage Winterchill Frost Nova Mercychan 2885 (U: 2885),
01:03.673,Rage Winterchill Frost Nova Gatro 2971 (U: 2971),
01:03.673,Rage Winterchill Frost Nova Alliance Footman 5 3082 (U: 3082),
01:03.673,Rage Winterchill Frost Nova Alliance Knight 1 3087 (U: 3087),
01:03.673,Rage Winterchill Frost Nova Alliance Knight 2 3174 (U: 3174),
01:03.673,Rage Winterchill Frost Nova Alliance Footman 4 2838 (U: 2838),
01:03.673,Rage Winterchill Frost Nova Alliance Footman 1 3163 (U: 3163),
01:03.673,Rage Winterchill Frost Nova Alliance Footman 2 2854 (U: 2854),
01:03.673,"Rage Winterchill Frost Nova Zhanghanxiao 2501 (U: 2779, M: 278, 10.00%)",
01:03.673,Rage Winterchill Frost Nova Alliance Footman 6 3120 (U: 3120),
01:03.673,Rage Winterchill Frost Nova Theload 3200 (U: 3200),
01:03.673,Rage Winterchill Frost Nova Armadomin 3029 (U: 3029),
01:03.856,Rage Winterchill Frost Nova Alliance Footman 3 Resist,
01:04.300,Vladamin Judgement of the Martyr Vladamin 418 (U: 418),
01:04.998,"Rage Winterchill Melee Armadomin 5216 Crushing (U: 11455, M: 6239, 54.47%)",
01:06.744,"Rage Winterchill Melee Armadomin 5155 Crushing (U: 11321, M: 6166, 54.47%)",
01:07.104,Vladamin Seal of the Martyr Vladamin 178 (U: 178),
01:07.104,Vladamin Seal of the Martyr Vladamin 38 (U: 38),
01:09.246,Rage Winterchill Melee Armadomin Dodge,
01:10.587,Vladamin Seal of the Martyr Vladamin 117 (U: 117),
01:10.587,Vladamin Seal of the Martyr Vladamin 70 (U: 70),
01:10.652,Rage Winterchill Melee Armadomin Dodge,
01:11.006,Rage Winterchill Icebolt Gatro 5027 (U: 5027),
01:11.256,Rage Winterchill Melee Armadomin Dodge,
01:12.006,Rage Winterchill Icebolt Gatro Tick 451 (A: 2049) (U: 2500),
01:13.005,Rage Winterchill Icebolt Gatro Tick 2500 (U: 2500),
01:13.783,Vladamin Seal of the Martyr Vladamin 51 (U: 51),
01:14.011,Rage Winterchill Icebolt Gatro Tick 2500 (U: 2500),
01:14.266,Rage Winterchill Melee Armadomin Dodge,
01:14.433,Vladamin Judgement of the Martyr Vladamin 102 (U: 102),
01:15.007,Rage Winterchill Icebolt Gatro Tick 2500 (U: 2500),
01:16.015,Rage Winterchill Melee Armadomin Dodge,
01:16.486,Environment Shadow Word: Death Eriic Tick 1172 (U: 1172),
01:16.692,Vladamin Seal of the Martyr Vladamin 39 (U: 39),
01:16.692,Vladamin Seal of the Martyr Vladamin 169 (U: 169),
01:16.714,Vladamin Seal of the Martyr Vladamin 59 (U: 59),
01:17.156,Rage Winterchill Melee Armadomin Dodge,
01:18.761,Rage Winterchill Death & Decay Theload Resist,
01:19.629,Vladamin Seal of the Martyr Vladamin 158 (U: 158),
01:19.629,Vladamin Seal of the Martyr Vladamin 152 (U: 152),
01:19.798,Rage Winterchill Death & Decay Alliance Footman 2 Tick 6287 (U: 6287),
01:19.798,Rage Winterchill Death & Decay Alliance Footman 6 Tick 6287 (U: 6287),
01:19.798,Rage Winterchill Death & Decay Alliance Knight 1 Tick 12575 (U: 12575),
01:19.798,Rage Winterchill Death & Decay Alliance Footman 1 Tick 6288 (U: 6288),
01:19.798,Rage Winterchill Death & Decay Alliance Knight 3 Tick 12575 (U: 12575),
01:19.798,Rage Winterchill Death & Decay Apronos Tick 1514 (U: 1514),
01:19.798,Rage Winterchill Death & Decay Alliance Footman 5 Tick 6287 (U: 6287),
01:19.798,Rage Winterchill Death & Decay Gatro Tick 1482 (U: 1482),
01:19.798,Rage Winterchill Death & Decay Theload Tick 1506 (U: 1506),
01:19.798,"Rage Winterchill Death & Decay Zhanghanxiao Tick (A: 1350) (U: 1499, M: 149, 9.94%)",
01:19.798,Rage Winterchill Death & Decay Armadomin Tick 2433 (U: 2433),
01:19.798,Rage Winterchill Death & Decay Mercychan Tick 1459 (U: 1459),
01:19.798,Rage Winterchill Death & Decay Sumidiot Tick 1520 (U: 1520),
01:19.798,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:20.787,Rage Winterchill Death & Decay Alliance Knight 1 Tick 12575 (U: 12575),
01:20.787,Rage Winterchill Death & Decay Gatro Tick 1483 (U: 1483),
01:20.787,Rage Winterchill Death & Decay Alliance Footman 1 Tick 6288 (U: 6288),
01:20.787,Rage Winterchill Death & Decay Alliance Footman 2 Tick 6287 (U: 6287),
01:20.787,Rage Winterchill Death & Decay Alliance Footman 5 Tick 6287 (U: 6287),
01:20.787,Rage Winterchill Death & Decay Alliance Knight 2 Tick 12575 (U: 12575),
01:20.787,Rage Winterchill Death & Decay Alliance Knight 3 Tick 12575 (U: 12575),
01:20.787,Rage Winterchill Death & Decay Alliance Footman 6 Tick 6288 (U: 6288),
01:20.787,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:20.787,Rage Winterchill Death & Decay Mercychan Tick 1458 (U: 1458),
01:20.787,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
01:20.787,"Rage Winterchill Death & Decay Zhanghanxiao Tick 650 (A: 699) (U: 1499, M: 150, 10.01%)",
01:20.787,Rage Winterchill Death & Decay Koschey Tick 1674 (U: 1674),
01:21.794,Rage Winterchill Death & Decay Alliance Footman 1 Tick 6287 (U: 6287),
01:21.794,Rage Winterchill Death & Decay Alliance Knight 1 Tick 12575 (U: 12575),
01:21.794,Rage Winterchill Death & Decay Alliance Footman 6 Tick 6287 (U: 6287),
01:21.794,Rage Winterchill Death & Decay Alliance Knight 3 Tick 12575 (U: 12575),
01:21.794,Rage Winterchill Death & Decay Alliance Footman 2 Tick 6288 (U: 6288),
01:21.794,Rage Winterchill Death & Decay Alliance Knight 2 Tick 12575 (U: 12575),
01:21.794,Rage Winterchill Death & Decay Alliance Footman 5 Tick 6287 (U: 6287),
01:21.794,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:21.794,Rage Winterchill Death & Decay Theload Tick 1506 (U: 1506),
01:21.794,Rage Winterchill Death & Decay Armadomin Tick 2433 (U: 2433),
01:21.794,Rage Winterchill Death & Decay Koschey Tick 1673 (U: 1673),
01:22.706,Vladamin Seal of the Martyr Vladamin 121 (U: 121),
01:22.786,Rage Winterchill Death & Decay Alliance Footman 1 Tick 6288 (U: 6288),
01:22.786,Rage Winterchill Death & Decay Alliance Footman 6 Tick 6288 (U: 6288),
01:22.786,Rage Winterchill Death & Decay Alliance Knight 2 Tick 12575 (U: 12575),
01:22.786,Rage Winterchill Death & Decay Alliance Footman 2 Tick 6288 (U: 6288),
01:22.786,Rage Winterchill Death & Decay Alliance Knight 1 Tick 12575 (U: 12575),
01:22.786,Rage Winterchill Death & Decay Alliance Footman 5 Tick 6287 (U: 6287),
01:22.786,Rage Winterchill Death & Decay Apronos Tick 1513 (U: 1513),
01:22.786,Rage Winterchill Death & Decay Alliance Knight 3 Tick 12574 (U: 12574),
01:22.786,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
01:22.786,Rage Winterchill Death & Decay Mercychan Tick 1458 (U: 1458),
01:22.794,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:22.794,Rage Winterchill Death & Decay Theload Tick 1506 (U: 1506),
01:22.794,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:23.409,Vladamin Judgement of the Martyr Vladamin 434 (U: 434),
01:23.775,Rage Winterchill Death & Decay Alliance Knight 1 Tick 12575 (U: 12575),
01:23.794,Rage Winterchill Death & Decay Alliance Footman 1 Tick 6288 (U: 6288),
01:23.794,Rage Winterchill Death & Decay Alliance Footman 6 Tick 6287 (U: 6287),
01:23.794,Rage Winterchill Death & Decay Alliance Knight 2 Tick 12575 (U: 12575),
01:23.794,Rage Winterchill Death & Decay Apronos Tick 1514 (U: 1514),
01:23.794,Rage Winterchill Death & Decay Alliance Footman 5 Tick 6288 (U: 6288),
01:23.794,Rage Winterchill Death & Decay Alliance Footman 2 Tick 6288 (U: 6288),
01:23.794,Rage Winterchill Death & Decay Alliance Knight 3 Tick 12574 (U: 12574),
01:23.794,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
01:23.794,Rage Winterchill Death & Decay Koschey Tick 1674 (U: 1674),
01:23.794,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:23.794,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:24.074,Rage Winterchill Death & Decay Gumswarm Tick 1448 (U: 1448),
01:24.810,Rage Winterchill Death & Decay Alliance Footman 1 Tick 5044 (O: 1243) (U: 6287),
01:24.810,Rage Winterchill Death & Decay Alliance Footman 2 Tick 5439 (O: 849) (U: 6288),
01:24.810,Rage Winterchill Death & Decay Alliance Knight 3 Tick 12574 (U: 12574),
01:24.810,Rage Winterchill Death & Decay Alliance Knight 1 Tick 12575 (U: 12575),
01:24.810,Rage Winterchill Death & Decay Alliance Knight 2 Tick 12575 (U: 12575),
01:24.810,Rage Winterchill Death & Decay Alliance Footman 6 Tick 4958 (O: 1330) (U: 6288),
01:24.810,Rage Winterchill Death & Decay Alliance Footman 5 Tick 5057 (O: 1231) (U: 6288),
01:24.810,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:24.810,Rage Winterchill Death & Decay Koschey Tick 1673 (U: 1673),
01:24.810,Rage Winterchill Death & Decay Saybaah Tick 1440 (U: 1440),
01:25.813,Rage Winterchill Death & Decay Alliance Knight 1 Tick 3138 (O: 9437) (U: 12575),
01:25.813,Rage Winterchill Death & Decay Alliance Knight 3 Tick 1622 (O: 10953) (U: 12575),
01:25.813,Rage Winterchill Death & Decay Alliance Knight 2 Tick 12575 (U: 12575),
01:25.813,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
01:25.813,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:25.813,Rage Winterchill Death & Decay Koschey Tick 1674 (U: 1674),
01:25.813,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:26.250,Vladamin Seal of the Martyr Vladamin 160 (U: 160),
01:26.798,Rage Winterchill Death & Decay Alliance Knight 2 Tick 3080 (O: 9495) (U: 12575),
01:26.798,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:26.798,Rage Winterchill Death & Decay Koschey Tick 1674 (U: 1674),
01:26.798,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:26.798,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
01:27.793,Rage Winterchill Death & Decay Apronos Tick 1513 (U: 1513),
01:27.793,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
01:27.793,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:27.793,Rage Winterchill Death & Decay Koschey Tick 1674 (U: 1674),
01:28.740,Rage Winterchill Death & Decay Newtslippers Tick 1979 (U: 1799),
01:28.790,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:28.790,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:29.726,Rage Winterchill Death & Decay Newtslippers Tick 1979 (U: 1799),
01:29.775,Rage Winterchill Death & Decay Apronos Tick 1514 (U: 1514),
01:29.802,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:29.802,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
01:29.802,Rage Winterchill Death & Decay Koschey Tick 1673 (U: 1673),
01:29.802,Rage Winterchill Death & Decay Saybaah Tick 1440 (U: 1440),
01:29.802,Vladamin Seal of the Martyr Vladamin 69 (U: 69),
01:30.781,Rage Winterchill Death & Decay Apronos Tick 1513 (U: 1513),
01:30.781,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:30.781,Rage Winterchill Death & Decay Armadomin Tick 2433 (U: 2433),
01:31.703,Rage Winterchill Death & Decay Newtslippers Tick 1979 (U: 1799),
01:31.790,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:31.790,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:31.790,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
01:32.701,Rage Winterchill Death & Decay Newtslippers Tick 1979 (U: 1799),
01:32.799,Rage Winterchill Death & Decay Apronos Tick 1513 (U: 1513),
01:32.799,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:32.799,Rage Winterchill Death & Decay Koschey Tick 1674 (U: 1674),
01:32.799,Rage Winterchill Death & Decay Saybaah Tick 1440 (U: 1440),
01:33.259,Vladamin Seal of the Martyr Vladamin 80 (U: 80),
01:33.712,Rage Winterchill Death & Decay Newtslippers Tick 1979 (U: 1799),
01:33.780,Rage Winterchill Death & Decay Apronos Tick 1513 (U: 1513),
01:33.780,Rage Winterchill Death & Decay Koschey Tick 1673 (U: 1673),
01:33.780,Rage Winterchill Death & Decay Saybaah Tick 1439 (U: 1439),
01:33.780,"Rage Winterchill Death & Decay Zhanghanxiao Tick 1349 (U: 1499, M: 150, 10.01%)",
01:33.780,Rage Winterchill Death & Decay Armadomin Tick 2432 (U: 2432),
