location,date,new_cases,rollingCases
Afghanistan,2020-02-24,5.0,
Afghanistan,2020-02-25,0.0,
Afghanistan,2020-02-26,0.0,
Afghanistan,2020-02-27,0.0,
Afghanistan,2020-02-28,0.0,
Afghanistan,2020-02-29,0.0,
Afghanistan,2020-03-01,0.0,
Afghanistan,2020-03-02,0.0,
Afghanistan,2020-03-03,0.0,
Afghanistan,2020-03-04,0.0,
Afghanistan,2020-03-05,0.0,
Afghanistan,2020-03-06,0.0,
Afghanistan,2020-03-07,3.0,
Afghanistan,2020-03-08,0.0,
Afghanistan,2020-03-09,0.0,
Afghanistan,2020-03-10,0.0,
Afghanistan,2020-03-11,3.0,
Afghanistan,2020-03-12,0.0,
Afghanistan,2020-03-13,0.0,
Afghanistan,2020-03-14,3.0,
Afghanistan,2020-03-15,6.0,
Afghanistan,2020-03-16,5.0,
Afghanistan,2020-03-17,1.0,
Afghanistan,2020-03-18,0.0,
Afghanistan,2020-03-19,0.0,
Afghanistan,2020-03-20,-2.0,
Afghanistan,2020-03-21,0.0,
Afghanistan,2020-03-22,10.0,
Afghanistan,2020-03-23,6.0,
Afghanistan,2020-03-24,2.0,
Afghanistan,2020-03-25,32.0,
Afghanistan,2020-03-26,6.0,
Afghanistan,2020-03-27,11.0,
Afghanistan,2020-03-28,15.0,
Afghanistan,2020-03-29,8.0,
Afghanistan,2020-03-30,0.0,
Afghanistan,2020-03-31,52.0,
Afghanistan,2020-04-01,26.0,
Afghanistan,2020-04-02,43.0,
Afghanistan,2020-04-03,34.0,
Afghanistan,2020-04-04,1.0,
Afghanistan,2020-04-05,29.0,
Afghanistan,2020-04-06,38.0,
Afghanistan,2020-04-07,30.0,
Afghanistan,2020-04-08,56.0,
Afghanistan,2020-04-09,21.0,
Afghanistan,2020-04-10,77.0,
Afghanistan,2020-04-11,0.0,
Afghanistan,2020-04-12,34.0,
Afghanistan,2020-04-13,52.0,
Afghanistan,2020-04-14,58.0,
Afghanistan,2020-04-15,105.0,
Afghanistan,2020-04-16,24.0,
Afghanistan,2020-04-17,51.0,
Afghanistan,2020-04-18,63.0,
Afghanistan,2020-04-19,25.0,
Afghanistan,2020-04-20,63.0,
Afghanistan,2020-04-21,30.0,
Afghanistan,2020-04-22,66.0,
Afghanistan,2020-04-23,84.0,
Afghanistan,2020-04-24,50.0,
Afghanistan,2020-04-25,104.0,
Afghanistan,2020-04-26,133.0,
Afghanistan,2020-04-27,68.0,
Afghanistan,2020-04-28,172.0,
Afghanistan,2020-04-29,124.0,
Afghanistan,2020-04-30,0.0,
Afghanistan,2020-05-01,344.0,
Afghanistan,2020-05-02,298.0,
Afghanistan,2020-05-03,0.0,
Afghanistan,2020-05-04,0.0,
Afghanistan,2020-05-05,0.0,
Afghanistan,2020-05-06,755.0,
Afghanistan,2020-05-07,168.0,
Afghanistan,2020-05-08,171.0,
Afghanistan,2020-05-09,0.0,
Afghanistan,2020-05-10,839.0,
Afghanistan,2020-05-11,262.0,
Afghanistan,2020-05-12,303.0,
Afghanistan,2020-05-13,0.0,
Afghanistan,2020-05-14,372.0,
Afghanistan,2020-05-15,714.0,
Afghanistan,2020-05-16,349.0,
Afghanistan,2020-05-17,233.0,
Afghanistan,2020-05-18,437.0,
Afghanistan,2020-05-19,583.0,
Afghanistan,2020-05-20,490.0,
Afghanistan,2020-05-21,531.0,
Afghanistan,2020-05-22,540.0,
Afghanistan,2020-05-23,736.0,
Afghanistan,2020-05-24,716.0,
Afghanistan,2020-05-25,512.0,
Afghanistan,2020-05-26,737.0,
Afghanistan,2020-05-27,548.0,
Afghanistan,2020-05-28,637.0,
Afghanistan,2020-05-29,643.0,
Afghanistan,2020-05-30,784.0,
Afghanistan,2020-05-31,651.0,
Afghanistan,2020-06-01,656.0,
Afghanistan,2020-06-02,742.0,
Afghanistan,2020-06-03,775.0,
Afghanistan,2020-06-04,624.0,
Afghanistan,2020-06-05,1078.0,
Afghanistan,2020-06-06,582.0,
Afghanistan,2020-06-07,791.0,
Afghanistan,2020-06-08,575.0,
Afghanistan,2020-06-09,305.0,
Afghanistan,2020-06-10,920.0,
Afghanistan,2020-06-11,748.0,
Afghanistan,2020-06-12,656.0,
Afghanistan,2020-06-13,556.0,
Afghanistan,2020-06-14,664.0,
Afghanistan,2020-06-15,761.0,
Afghanistan,2020-06-16,106.0,
Afghanistan,2020-06-17,1241.0,
Afghanistan,2020-06-18,463.0,
Afghanistan,2020-06-19,541.0,
Afghanistan,2020-06-20,419.0,
Afghanistan,2020-06-21,536.0,
Afghanistan,2020-06-22,310.0,
Afghanistan,2020-06-23,338.0,
Afghanistan,2020-06-24,159.0,
Afghanistan,2020-06-25,535.0,
Afghanistan,2020-06-26,85.0,
Afghanistan,2020-06-27,356.0,
Afghanistan,2020-06-28,351.0,
Afghanistan,2020-06-29,271.0,
Afghanistan,2020-06-30,121.0,
Afghanistan,2020-07-01,403.0,
Afghanistan,2020-07-02,260.0,
Afghanistan,2020-07-03,302.0,
Afghanistan,2020-07-04,348.0,
Afghanistan,2020-07-05,279.0,
Afghanistan,2020-07-06,113.0,
Afghanistan,2020-07-07,320.0,
Afghanistan,2020-07-08,210.0,
Afghanistan,2020-07-09,59.0,
Afghanistan,2020-07-10,541.0,
Afghanistan,2020-07-11,157.0,
Afghanistan,2020-07-12,100.0,
Afghanistan,2020-07-13,4.0,
Afghanistan,2020-07-14,285.0,
Afghanistan,2020-07-15,200.0,
Afghanistan,2020-07-16,130.0,
Afghanistan,2020-07-17,159.0,
Afghanistan,2020-07-18,60.0,
Afghanistan,2020-07-19,186.0,
Afghanistan,2020-07-20,34.0,
Afghanistan,2020-07-21,106.0,
Afghanistan,2020-07-22,112.0,
Afghanistan,2020-07-23,188.0,
Afghanistan,2020-07-24,66.0,
Afghanistan,2020-07-25,55.0,
Afghanistan,2020-07-26,121.0,
Afghanistan,2020-07-27,106.0,
Afghanistan,2020-07-28,105.0,
Afghanistan,2020-07-29,103.0,
Afghanistan,2020-07-30,71.0,
Afghanistan,2020-07-31,0.0,
Afghanistan,2020-08-01,168.0,
Afghanistan,2020-08-02,0.0,
Afghanistan,2020-08-03,0.0,
Afghanistan,2020-08-04,37.0,
Afghanistan,2020-08-05,82.0,
Afghanistan,2020-08-06,67.0,
Afghanistan,2020-08-07,41.0,
Afghanistan,2020-08-08,78.0,
Afghanistan,2020-08-09,39.0,
Afghanistan,2020-08-10,0.0,
Afghanistan,2020-08-11,215.0,
Afghanistan,2020-08-12,76.0,
Afghanistan,2020-08-13,79.0,
Afghanistan,2020-08-14,7.0,
Afghanistan,2020-08-15,120.0,
Afghanistan,2020-08-16,45.0,
Afghanistan,2020-08-17,0.0,
Afghanistan,2020-08-18,3.0,
Afghanistan,2020-08-19,0.0,
Afghanistan,2020-08-20,160.0,
Afghanistan,2020-08-21,97.0,
Afghanistan,2020-08-22,38.0,
Afghanistan,2020-08-23,59.0,
Afghanistan,2020-08-24,46.0,
Afghanistan,2020-08-25,71.0,
Afghanistan,2020-08-26,43.0,
Afghanistan,2020-08-27,16.0,
Afghanistan,2020-08-28,11.0,
Afghanistan,2020-08-29,3.0,
Afghanistan,2020-08-30,0.0,
Afghanistan,2020-08-31,19.0,
Afghanistan,2020-09-01,34.0,
Afghanistan,2020-09-02,47.0,
Afghanistan,2020-09-03,45.0,
Afghanistan,2020-09-04,0.0,
Afghanistan,2020-09-05,16.0,
Afghanistan,2020-09-06,94.0,
Afghanistan,2020-09-07,96.0,
Afghanistan,2020-09-08,26.0,
Afghanistan,2020-09-09,24.0,
Afghanistan,2020-09-10,28.0,
Afghanistan,2020-09-11,34.0,
Afghanistan,2020-09-12,35.0,
Afghanistan,2020-09-13,75.0,
Afghanistan,2020-09-14,56.0,
Afghanistan,2020-09-15,43.0,
Afghanistan,2020-09-16,40.0,
Afghanistan,2020-09-17,17.0,
Afghanistan,2020-09-18,11.0,
Afghanistan,2020-09-19,36.0,
Afghanistan,2020-09-20,125.0,
Afghanistan,2020-09-21,30.0,
Afghanistan,2020-09-22,22.0,
Afghanistan,2020-09-23,49.0,
Afghanistan,2020-09-24,25.0,
Afghanistan,2020-09-25,16.0,
Afghanistan,2020-09-26,6.0,
Afghanistan,2020-09-27,35.0,
Afghanistan,2020-09-28,12.0,
Afghanistan,2020-09-29,15.0,
Afghanistan,2020-09-30,14.0,
Afghanistan,2020-10-01,17.0,
Afghanistan,2020-10-02,5.0,
Afghanistan,2020-10-03,7.0,
Afghanistan,2020-10-04,44.0,
Afghanistan,2020-10-05,81.0,
Afghanistan,2020-10-06,64.0,
Afghanistan,2020-10-07,62.0,
Afghanistan,2020-10-08,68.0,
Afghanistan,2020-10-09,77.0,
Afghanistan,2020-10-10,10.0,
Afghanistan,2020-10-11,96.0,
Afghanistan,2020-10-12,71.0,
Afghanistan,2020-10-13,58.0,
Afghanistan,2020-10-14,66.0,
Afghanistan,2020-10-15,32.0,
Afghanistan,2020-10-16,47.0,
Afghanistan,2020-10-17,68.0,
Afghanistan,2020-10-18,59.0,
Afghanistan,2020-10-19,87.0,
Afghanistan,2020-10-20,88.0,
Afghanistan,2020-10-21,0.0,
Afghanistan,2020-10-22,49.0,
Afghanistan,2020-10-23,116.0,
Afghanistan,2020-10-24,61.0,
Afghanistan,2020-10-25,81.0,
Afghanistan,2020-10-26,65.0,
Afghanistan,2020-10-27,104.0,
Afghanistan,2020-10-28,95.0,
Afghanistan,2020-10-29,113.0,
Afghanistan,2020-10-30,123.0,
Afghanistan,2020-10-31,66.0,
Afghanistan,2020-11-01,91.0,
Afghanistan,2020-11-02,76.0,
Afghanistan,2020-11-03,132.0,
Afghanistan,2020-11-04,95.0,
Afghanistan,2020-11-05,86.0,
Afghanistan,2020-11-06,121.0,
Afghanistan,2020-11-07,40.0,
Afghanistan,2020-11-08,58.0,
Afghanistan,2020-11-09,126.0,
Afghanistan,2020-11-10,138.0,
Afghanistan,2020-11-11,166.0,
Afghanistan,2020-11-12,146.0,
Afghanistan,2020-11-13,186.0,
Afghanistan,2020-11-14,174.0,
Afghanistan,2020-11-15,66.0,
Afghanistan,2020-11-16,205.0,
Afghanistan,2020-11-17,163.0,
Afghanistan,2020-11-18,225.0,
Afghanistan,2020-11-19,223.0,
Afghanistan,2020-11-20,377.0,
Afghanistan,2020-11-21,215.0,
Afghanistan,2020-11-22,60.0,
Afghanistan,2020-11-23,203.0,
Afghanistan,2020-11-24,282.0,
Afghanistan,2020-11-25,290.0,
Afghanistan,2020-11-26,212.0,
Afghanistan,2020-11-27,226.0,
Afghanistan,2020-11-28,123.0,
Afghanistan,2020-11-29,127.0,
Afghanistan,2020-11-30,249.0,
Afghanistan,2020-12-01,283.0,
Afghanistan,2020-12-02,219.0,
Afghanistan,2020-12-03,263.0,
Afghanistan,2020-12-04,278.0,
Afghanistan,2020-12-05,130.0,
Afghanistan,2020-12-06,253.0,
Afghanistan,2020-12-07,260.0,
Afghanistan,2020-12-08,235.0,
Afghanistan,2020-12-09,230.0,
Afghanistan,2020-12-10,174.0,
Afghanistan,2020-12-11,213.0,
Afghanistan,2020-12-12,73.0,
Afghanistan,2020-12-13,126.0,
Afghanistan,2020-12-14,321.0,
Afghanistan,2020-12-15,211.0,
Afghanistan,2020-12-16,219.0,
Afghanistan,2020-12-17,224.0,
Afghanistan,2020-12-18,275.0,
Afghanistan,2020-12-19,254.0,
Afghanistan,2020-12-20,80.0,
Afghanistan,2020-12-21,142.0,
Afghanistan,2020-12-22,210.0,
Afghanistan,2020-12-23,182.0,
Afghanistan,2020-12-24,287.0,
Afghanistan,2020-12-25,238.0,
Afghanistan,2020-12-26,169.0,
Afghanistan,2020-12-27,84.0,
Afghanistan,2020-12-28,159.0,
Afghanistan,2020-12-29,140.0,
Afghanistan,2020-12-30,183.0,
Afghanistan,2020-12-31,0.0,
Afghanistan,2021-01-01,183.0,
Afghanistan,2021-01-02,73.0,
Afghanistan,2021-01-03,123.0,
Afghanistan,2021-01-04,200.0,
Afghanistan,2021-01-05,102.0,
Afghanistan,2021-01-06,94.0,
Afghanistan,2021-01-07,102.0,
Afghanistan,2021-01-08,125.0,
Afghanistan,2021-01-09,68.0,
Afghanistan,2021-01-10,89.0,
Afghanistan,2021-01-11,49.0,
Afghanistan,2021-01-12,46.0,
Afghanistan,2021-01-13,106.0,
Afghanistan,2021-01-14,85.0,
Afghanistan,2021-01-15,56.0,
Afghanistan,2021-01-16,107.0,
Afghanistan,2021-01-17,46.0,
Afghanistan,2021-01-18,78.0,
Afghanistan,2021-01-19,79.0,
Afghanistan,2021-01-20,137.0,
Afghanistan,2021-01-21,125.0,
Afghanistan,2021-01-22,80.0,
Afghanistan,2021-01-23,76.0,
Afghanistan,2021-01-24,36.0,
Afghanistan,2021-01-25,77.0,
Afghanistan,2021-01-26,78.0,
Afghanistan,2021-01-27,104.0,
Afghanistan,2021-01-28,37.0,
Afghanistan,2021-01-29,48.0,
Afghanistan,2021-01-30,69.0,
Afghanistan,2021-01-31,15.0,
Afghanistan,2021-02-01,36.0,
Afghanistan,2021-02-02,62.0,
Afghanistan,2021-02-03,53.0,
Afghanistan,2021-02-04,57.0,
Afghanistan,2021-02-05,34.0,
Afghanistan,2021-02-06,65.0,
Afghanistan,2021-02-07,5.0,
Afghanistan,2021-02-08,24.0,
Afghanistan,2021-02-09,25.0,
Afghanistan,2021-02-10,18.0,
Afghanistan,2021-02-11,18.0,
Afghanistan,2021-02-12,25.0,
Afghanistan,2021-02-13,28.0,
Afghanistan,2021-02-14,19.0,
Afghanistan,2021-02-15,22.0,
Afghanistan,2021-02-16,4.0,
Afghanistan,2021-02-17,22.0,
Afghanistan,2021-02-18,17.0,
Afghanistan,2021-02-19,18.0,
Afghanistan,2021-02-20,5.0,
Afghanistan,2021-02-21,24.0,
Afghanistan,2021-02-22,13.0,
Afghanistan,2021-02-23,29.0,
Afghanistan,2021-02-24,18.0,
Afghanistan,2021-02-25,16.0,
Afghanistan,2021-02-26,16.0,
Afghanistan,2021-02-27,11.0,
Afghanistan,2021-02-28,7.0,
Afghanistan,2021-03-01,19.0,
Afghanistan,2021-03-02,26.0,
Afghanistan,2021-03-03,11.0,
Afghanistan,2021-03-04,5.0,
Afghanistan,2021-03-05,52.0,
Afghanistan,2021-03-06,13.0,
Afghanistan,2021-03-07,7.0,
Afghanistan,2021-03-08,29.0,
Afghanistan,2021-03-09,0.0,
Afghanistan,2021-03-10,18.0,
Afghanistan,2021-03-11,23.0,
Afghanistan,2021-03-12,42.0,
Afghanistan,2021-03-13,0.0,
Afghanistan,2021-03-14,26.0,
Afghanistan,2021-03-15,0.0,
Afghanistan,2021-03-16,10.0,
Afghanistan,2021-03-17,21.0,
Afghanistan,2021-03-18,28.0,
Afghanistan,2021-03-19,25.0,
Afghanistan,2021-03-20,24.0,
Afghanistan,2021-03-21,10.0,
Afghanistan,2021-03-22,50.0,
Afghanistan,2021-03-23,24.0,
Afghanistan,2021-03-24,15.0,
Afghanistan,2021-03-25,34.0,
Afghanistan,2021-03-26,28.0,
Afghanistan,2021-03-27,36.0,
Afghanistan,2021-03-28,4.0,
Afghanistan,2021-03-29,28.0,
Afghanistan,2021-03-30,62.0,
Afghanistan,2021-03-31,70.0,
Afghanistan,2021-04-01,63.0,
Afghanistan,2021-04-02,55.0,
Afghanistan,2021-04-03,23.0,
Afghanistan,2021-04-04,81.0,
Afghanistan,2021-04-05,41.0,
Afghanistan,2021-04-06,62.0,
Afghanistan,2021-04-07,94.0,
Afghanistan,2021-04-08,70.0,
Afghanistan,2021-04-09,76.0,
Afghanistan,2021-04-10,125.0,
Afghanistan,2021-04-11,16.0,
Afghanistan,2021-04-12,82.0,
Afghanistan,2021-04-13,122.0,
Afghanistan,2021-04-14,128.0,
Afghanistan,2021-04-15,42.0,
Afghanistan,2021-04-16,78.0,
Afghanistan,2021-04-17,109.0,
Afghanistan,2021-04-18,72.0,
Afghanistan,2021-04-19,105.0,
Afghanistan,2021-04-20,139.0,
Afghanistan,2021-04-21,177.0,
Afghanistan,2021-04-22,98.0,
Afghanistan,2021-04-23,230.0,
Afghanistan,2021-04-24,188.0,
Afghanistan,2021-04-25,113.0,
Afghanistan,2021-04-26,172.0,
Afghanistan,2021-04-27,210.0,
Afghanistan,2021-04-28,145.0,
Afghanistan,2021-04-29,206.0,
Afghanistan,2021-04-30,169.0,
Afghanistan,2021-05-01,194.0,
Afghanistan,2021-05-02,183.0,
Afghanistan,2021-05-03,178.0,
Afghanistan,2021-05-04,263.0,
Afghanistan,2021-05-05,234.0,
Afghanistan,2021-05-06,365.0,
Afghanistan,2021-05-07,293.0,
Afghanistan,2021-05-08,300.0,
Afghanistan,2021-05-09,87.0,
Afghanistan,2021-05-10,221.0,
Afghanistan,2021-05-11,340.0,
Afghanistan,2021-05-12,315.0,
Afghanistan,2021-05-13,327.0,
Afghanistan,2021-05-14,310.0,
Afghanistan,2021-05-15,57.0,
Afghanistan,2021-05-16,72.0,
Afghanistan,2021-05-17,114.0,
Afghanistan,2021-05-18,221.0,
Afghanistan,2021-05-19,303.0,
Afghanistan,2021-05-20,453.0,
Afghanistan,2021-05-21,505.0,
Afghanistan,2021-05-22,406.0,
Afghanistan,2021-05-23,242.0,
Afghanistan,2021-05-24,547.0,
Afghanistan,2021-05-25,628.0,
Afghanistan,2021-05-26,840.0,
Afghanistan,2021-05-27,623.0,
Afghanistan,2021-05-28,764.0,
Afghanistan,2021-05-29,981.0,
Afghanistan,2021-05-30,650.0,
Afghanistan,2021-05-31,1077.0,
Afghanistan,2021-06-01,1139.0,
Afghanistan,2021-06-02,1049.0,
Afghanistan,2021-06-03,1093.0,
Afghanistan,2021-06-04,1509.0,
Afghanistan,2021-06-05,1335.0,
Afghanistan,2021-06-06,1261.0,
Afghanistan,2021-06-07,1617.0,
Afghanistan,2021-06-08,1485.0,
Afghanistan,2021-06-09,1724.0,
Afghanistan,2021-06-10,1842.0,
Afghanistan,2021-06-11,1824.0,
Afghanistan,2021-06-12,1024.0,
Afghanistan,2021-06-13,1121.0,
Afghanistan,2021-06-14,1597.0,
Afghanistan,2021-06-15,1814.0,
Afghanistan,2021-06-16,16.0,
Afghanistan,2021-06-17,3243.0,
Afghanistan,2021-06-18,2203.0,
Afghanistan,2021-06-19,1787.0,
Afghanistan,2021-06-20,1385.0,
Afghanistan,2021-06-21,1996.0,
Afghanistan,2021-06-22,1847.0,
Afghanistan,2021-06-23,2208.0,
Afghanistan,2021-06-24,1575.0,
Afghanistan,2021-06-25,2060.0,
Afghanistan,2021-06-26,1532.0,
Afghanistan,2021-06-27,1096.0,
Afghanistan,2021-06-28,1531.0,
Afghanistan,2021-06-29,1407.0,
Afghanistan,2021-06-30,1501.0,
Afghanistan,2021-07-01,1557.0,
Afghanistan,2021-07-02,1940.0,
Afghanistan,2021-07-03,1329.0,
Afghanistan,2021-07-04,1263.0,
Afghanistan,2021-07-05,1189.0,
Afghanistan,2021-07-06,1527.0,
Afghanistan,2021-07-07,1557.0,
Afghanistan,2021-07-08,1092.0,
Afghanistan,2021-07-09,1473.0,
Afghanistan,2021-07-10,1191.0,
Afghanistan,2021-07-11,801.0,
Afghanistan,2021-07-12,1075.0,
Afghanistan,2021-07-13,1236.0,
Afghanistan,2021-07-14,754.0,
Afghanistan,2021-07-15,1210.0,
Afghanistan,2021-07-16,1198.0,
Afghanistan,2021-07-17,1173.0,
Afghanistan,2021-07-18,378.0,
Afghanistan,2021-07-19,897.0,
Afghanistan,2021-07-20,915.0,
Afghanistan,2021-07-21,348.0,
Afghanistan,2021-07-22,421.0,
Afghanistan,2021-07-23,256.0,
Afghanistan,2021-07-24,227.0,
Afghanistan,2021-07-25,205.0,
Afghanistan,2021-07-26,414.0,
Afghanistan,2021-07-27,723.0,
Afghanistan,2021-07-28,544.0,
Afghanistan,2021-07-29,444.0,
Afghanistan,2021-07-30,527.0,
Afghanistan,2021-07-31,631.0,
Afghanistan,2021-08-01,347.0,
Afghanistan,2021-08-02,484.0,
Afghanistan,2021-08-03,587.0,
Afghanistan,2021-08-04,361.0,
Afghanistan,2021-08-05,428.0,
Afghanistan,2021-08-06,449.0,
Afghanistan,2021-08-07,430.0,
Afghanistan,2021-08-08,218.0,
Afghanistan,2021-08-09,320.0,
Afghanistan,2021-08-10,235.0,
Afghanistan,2021-08-11,278.0,
Afghanistan,2021-08-12,272.0,
Afghanistan,2021-08-13,207.0,
Afghanistan,2021-08-14,171.0,
Afghanistan,2021-08-15,92.0,
Afghanistan,2021-08-16,109.0,
Afghanistan,2021-08-17,101.0,
Afghanistan,2021-08-18,120.0,
Afghanistan,2021-08-19,48.0,
Afghanistan,2021-08-20,37.0,
Afghanistan,2021-08-21,49.0,
Afghanistan,2021-08-22,14.0,
Afghanistan,2021-08-23,72.0,
Afghanistan,2021-08-24,77.0,
Afghanistan,2021-08-25,62.0,
Afghanistan,2021-08-26,100.0,
Afghanistan,2021-08-27,138.0,
Afghanistan,2021-08-28,47.0,
Afghanistan,2021-08-29,26.0,
Afghanistan,2021-08-30,115.0,
Afghanistan,2021-08-31,72.0,
Afghanistan,2021-09-01,40.0,
Afghanistan,2021-09-02,46.0,
Afghanistan,2021-09-03,69.0,
Afghanistan,2021-09-04,20.0,
Afghanistan,2021-09-05,28.0,
Afghanistan,2021-09-06,111.0,
Afghanistan,2021-09-07,92.0,
Afghanistan,2021-09-08,110.0,
Afghanistan,2021-09-09,104.0,
Afghanistan,2021-09-10,122.0,
Afghanistan,2021-09-11,20.0,
Afghanistan,2021-09-12,8.0,
Afghanistan,2021-09-13,104.0,
Afghanistan,2021-09-14,86.0,
Afghanistan,2021-09-15,103.0,
Afghanistan,2021-09-16,78.0,
Afghanistan,2021-09-17,126.0,
Afghanistan,2021-09-18,0.0,
Afghanistan,2021-09-19,0.0,
Afghanistan,2021-09-20,98.0,
Afghanistan,2021-09-21,127.0,
Afghanistan,2021-09-22,45.0,
Afghanistan,2021-09-23,43.0,
Afghanistan,2021-09-24,160.0,
Afghanistan,2021-09-25,0.0,
Afghanistan,2021-09-26,0.0,
Afghanistan,2021-09-27,112.0,
Afghanistan,2021-09-28,21.0,
Afghanistan,2021-09-29,35.0,
Afghanistan,2021-09-30,46.0,
Afghanistan,2021-10-01,17.0,
Afghanistan,2021-10-02,0.0,
Afghanistan,2021-10-03,0.0,
Afghanistan,2021-10-04,96.0,
Afghanistan,2021-10-05,22.0,
Afghanistan,2021-10-06,71.0,
Afghanistan,2021-10-07,49.0,
Afghanistan,2021-10-08,19.0,
Afghanistan,2021-10-09,18.0,
Afghanistan,2021-10-10,42.0,
Afghanistan,2021-10-11,32.0,
Afghanistan,2021-10-12,59.0,
Afghanistan,2021-10-13,28.0,
Afghanistan,2021-10-14,55.0,
Afghanistan,2021-10-15,6.0,
Afghanistan,2021-10-16,51.0,
Afghanistan,2021-10-17,25.0,
Afghanistan,2021-10-18,12.0,
Afghanistan,2021-10-19,25.0,
Afghanistan,2021-10-20,58.0,
Afghanistan,2021-10-21,32.0,
Afghanistan,2021-10-22,40.0,
Afghanistan,2021-10-23,9.0,
Afghanistan,2021-10-24,4.0,
Afghanistan,2021-10-25,96.0,
Afghanistan,2021-10-26,31.0,
Afghanistan,2021-10-27,53.0,
Afghanistan,2021-10-28,42.0,
Afghanistan,2021-10-29,30.0,
Afghanistan,2021-10-30,14.0,
Afghanistan,2021-10-31,40.0,
Afghanistan,2021-11-01,34.0,
Afghanistan,2021-11-02,23.0,
Afghanistan,2021-11-03,16.0,
Afghanistan,2021-11-04,40.0,
Afghanistan,2021-11-05,29.0,
Afghanistan,2021-11-06,5.0,
Afghanistan,2021-11-07,0.0,
Afghanistan,2021-11-08,0.0,
Afghanistan,2021-11-09,0.0,
Afghanistan,2021-11-10,17.0,
Afghanistan,2021-11-11,42.0,
Afghanistan,2021-11-12,31.0,
Afghanistan,2021-11-13,23.0,
Afghanistan,2021-11-14,42.0,
Afghanistan,2021-11-15,58.0,
Afghanistan,2021-11-16,39.0,
Afghanistan,2021-11-17,90.0,
Afghanistan,2021-11-18,0.0,
Afghanistan,2021-11-19,73.0,
Afghanistan,2021-11-20,52.0,
Afghanistan,2021-11-21,32.0,
Afghanistan,2021-11-22,15.0,
Afghanistan,2021-11-23,104.0,
Afghanistan,2021-11-24,17.0,
Afghanistan,2021-11-25,112.0,
Afghanistan,2021-11-26,27.0,
Afghanistan,2021-11-27,19.0,
Afghanistan,2021-11-28,28.0,
Afghanistan,2021-11-29,42.0,
Afghanistan,2021-11-30,29.0,
Afghanistan,2021-12-01,70.0,
Afghanistan,2021-12-02,28.0,
Afghanistan,2021-12-03,25.0,
Afghanistan,2021-12-04,19.0,
Afghanistan,2021-12-05,23.0,
Afghanistan,2021-12-06,45.0,
Afghanistan,2021-12-07,9.0,
Afghanistan,2021-12-08,34.0,
Afghanistan,2021-12-09,43.0,
Afghanistan,2021-12-10,18.0,
Afghanistan,2021-12-11,8.0,
Afghanistan,2021-12-12,22.0,
Afghanistan,2021-12-13,15.0,
Afghanistan,2021-12-14,12.0,
Afghanistan,2021-12-15,5.0,
Afghanistan,2021-12-16,60.0,
Afghanistan,2021-12-17,9.0,
Afghanistan,2021-12-18,11.0,
Afghanistan,2021-12-19,42.0,
Afghanistan,2021-12-20,10.0,
Afghanistan,2021-12-21,19.0,
Afghanistan,2021-12-22,25.0,
Afghanistan,2021-12-23,37.0,
Afghanistan,2021-12-24,9.0,
Afghanistan,2021-12-25,8.0,
Afghanistan,2021-12-26,56.0,
Afghanistan,2021-12-27,16.0,
Afghanistan,2021-12-28,31.0,
Afghanistan,2021-12-29,39.0,
Afghanistan,2021-12-30,19.0,
Afghanistan,2021-12-31,28.0,
Afghanistan,2022-01-01,23.0,
Africa,2020-02-13,0.0,
Africa,2020-02-14,1.0,
Africa,2020-02-15,0.0,
Africa,2020-02-16,0.0,
Africa,2020-02-17,0.0,
Africa,2020-02-18,0.0,
Africa,2020-02-19,0.0,
Africa,2020-02-20,0.0,
Africa,2020-02-21,0.0,
Africa,2020-02-22,0.0,
Africa,2020-02-23,0.0,
Africa,2020-02-24,0.0,
Africa,2020-02-25,1.0,
Africa,2020-02-26,0.0,
Africa,2020-02-27,0.0,
Africa,2020-02-28,1.0,
Africa,2020-02-29,0.0,
Africa,2020-03-01,1.0,
Africa,2020-03-02,4.0,
Africa,2020-03-03,3.0,
Africa,2020-03-04,10.0,
Africa,2020-03-05,3.0,
Africa,2020-03-06,19.0,
Africa,2020-03-07,0.0,
Africa,2020-03-08,40.0,
Africa,2020-03-09,8.0,
Africa,2020-03-10,13.0,
Africa,2020-03-11,14.0,
Africa,2020-03-12,16.0,
Africa,2020-03-13,42.0,
Africa,2020-03-14,76.0,
Africa,2020-03-15,65.0,
Africa,2020-03-16,87.0,
Africa,2020-03-17,88.0,
Africa,2020-03-18,118.0,
Africa,2020-03-19,178.0,
Africa,2020-03-20,187.0,
Africa,2020-03-21,197.0,
Africa,2020-03-22,265.0,
Africa,2020-03-23,381.0,
Africa,2020-03-24,432.0,
Africa,2020-03-25,523.0,
Africa,2020-03-26,553.0,
Africa,2020-03-27,559.0,
Africa,2020-03-28,339.0,
Africa,2020-03-29,561.0,
Africa,2020-03-30,411.0,
Africa,2020-03-31,583.0,
Africa,2020-04-01,599.0,
Africa,2020-04-02,653.0,
Africa,2020-04-03,881.0,
Africa,2020-04-04,677.0,
Africa,2020-04-05,706.0,
Africa,2020-04-06,702.0,
Africa,2020-04-07,635.0,
Africa,2020-04-08,787.0,
Africa,2020-04-09,829.0,
Africa,2020-04-10,657.0,
Africa,2020-04-11,711.0,
Africa,2020-04-12,873.0,
Africa,2020-04-13,767.0,
Africa,2020-04-14,971.0,
Africa,2020-04-15,965.0,
Africa,2020-04-16,1168.0,
Africa,2020-04-17,1403.0,
